Number of leaf symbols,States in word automata,States in tree automata,Standard equivalence queries,Standard time,Advice equivalence queries,Advice time,Approximate time,Approximate tokens,Approximate is_found,Approximate advice time,Approximate advice tokens,Approximate advice is_found,Approximate random check time,Approximate random check tokens,Approximate random check is_found,Approximate counting heuristic time,Approximate counting heuristic tokens,Approximate counting heuristic is_found
2,3,24,6,0,1,0,4,63431,1,5,83892,1,4,68795,1,4,83925,1
3,3,24,6,0,2,0,3,78362,1,3,48614,1,3,88223,1,3,48217,1
4,4,26,10,0,3,0,2,262568,1,2,154441,1,2,119412,1,2,144865,1
2,4,39,11,0,3,0,5,683812,1,4,581344,1,5,2336569,1,5,564076,1
2,6,41,12,0,3,0,4,234958,1,4,388181,1,4,393808,1,4,118219,1
3,4,32,13,0,1,0,3,352807,1,3,244733,1,3,371123,1,3,244733,1
4,3,24,8,0,2,0,2,50542,1,2,62738,1,2,44208,1,2,69130,1
2,4,23,15,0,3,0,4,386039,1,4,317676,1,4,275374,1,4,278187,1
3,3,27,7,0,3,0,3,177723,1,3,79786,1,3,71127,1,3,80705,1
3,5,40,16,0,2,0,6,1636137,1,3,1085320,1,3,1437245,1,3,989220,1
4,4,41,12,0,2,0,3,561908,1,3,931434,1,3,1369079,1,3,462325,1
2,4,37,12,0,2,0,5,639869,1,4,620158,1,4,662972,1,4,491797,1
3,5,43,15,0,3,0,3,812556,1,3,508655,1,3,999314,1,3,564147,1
3,4,23,12,0,3,0,3,207114,1,3,173612,1,3,177555,1,3,239961,1
3,4,24,10,0,4,0,3,165331,1,3,97504,1,3,183586,1,3,90672,1
2,3,24,7,0,4,0,4,111555,1,4,97948,1,4,52446,1,7,58173,1
4,4,57,12,0,2,0,0,311558,0,3,680130,1,3,2095834,1,3,680128,1
2,4,31,10,0,4,0,0,1776,0,0,3122,0,4,209006,1,4,303759,1
4,4,71,12,0,2,1,4,1911543,1,4,2004103,1,4,3092925,1,5,4820122,1
3,4,37,13,0,5,0,3,630599,1,3,1580479,1,3,599145,1,4,1477241,1
2,4,30,10,0,1,0,5,614475,1,4,158668,1,4,222012,1,4,132392,1
4,3,23,7,0,3,0,2,50609,1,2,39106,1,2,54915,1,2,53561,1
4,4,184,13,13,2,36,16,17946818,1,23,17943628,1,28,41747052,1,20,17943628,1
2,9,84,22,0,3,0,5,997431,1,5,1622371,1,5,687671,1,4,559250,1
4,5,106,15,1,4,1,3,1333426,1,4,1847343,1,3,1961279,1,4,2144918,1
2,5,125,21,9,3,12,18,31576972,1,17,18029764,1,17,23869084,1,17,18029764,1
2,6,83,21,1,4,3,8,7652918,1,10,10812680,1,12,16366502,1,8,6240889,1
2,4,55,11,0,1,1,7,6960971,1,5,1294762,1,5,1147344,1,6,1616664,1
3,5,28,10,0,5,0,3,82897,1,3,207094,1,3,137355,1,3,107734,1
2,4,32,14,0,1,0,5,2593599,1,5,1981067,1,5,1252267,1,5,1981067,1
2,3,24,6,0,1,0,4,444537,1,4,51682,1,4,94788,1,4,67942,1
2,7,105,23,5,5,37,21,37623492,1,16,21164368,1,35,68145191,1,16,22303310,1
3,4,142,13,5,3,7,8,8513904,1,14,15084592,1,10,11832338,1,11,11525907,1
2,3,24,6,0,2,0,4,160638,1,4,49774,1,4,210495,1,4,85900,1
2,8,53,1,0,1,0,4,4,1,4,4,1,4,4,1,4,4,1
3,4,67,13,0,3,1,4,3173705,1,5,3495372,1,4,2955841,1,5,3729797,1
2,6,113,26,11,4,22,17,31647621,0,37,72096488,1,57,65664292,1,27,44512077,1
3,3,24,6,0,2,0,3,56157,1,3,61263,1,3,78634,1,3,90652,1
2,6,122,23,8,3,15,41,29945004,1,43,22384231,1,21,34173381,1,19,22384231,1
2,4,39,11,0,3,0,5,1828287,1,5,858823,1,5,1328571,1,5,830455,1
2,7,146,26,7,4,19,23,43964006,1,21,26813046,1,16,23741263,1,43,28997500,1
4,3,27,6,0,1,0,2,91541,1,2,57075,1,2,104613,1,2,57059,1
2,6,163,26,20,4,129,45,92537506,1,46,61764877,1,158,336907265,1,71,124022645,1
2,7,45,10,0,3,0,0,217435,0,4,46795,1,4,37770,1,4,46795,1
4,3,23,6,0,3,0,3,45885,1,2,34378,1,2,42948,1,2,41956,1
3,5,21,11,0,5,0,3,53990,1,3,48174,1,3,48403,1,3,51807,1
4,4,68,12,0,2,1,3,1211039,1,4,1781501,1,3,2089878,1,3,1821331,1
3,5,116,17,5,3,11,11,16563745,1,9,7481423,1,12,16763439,1,16,28451534,1
2,7,130,19,7,2,17,39,32726677,1,27,40199979,1,26,46319762,1,41,70090650,1
2,5,25,8,0,2,0,4,190585,1,4,26488,1,4,95866,1,4,25655,1
2,4,66,12,0,3,1,9,11775981,1,6,2428163,1,6,4065524,1,6,3485660,1
2,4,116,13,3,3,9,8,5974179,1,13,14898076,1,10,11477200,1,8,4956414,1
4,5,191,22,38,2,68,12,16703727,0,71,112692128,1,52,96417687,1,68,112692118,1
2,5,81,16,1,2,6,13,15668094,1,11,9631966,1,8,6885299,1,8,6804233,1
2,6,61,25,1,4,3,9,7034799,1,9,10311173,1,8,8651105,0,6,3547681,1
3,3,24,6,0,1,0,0,72,0,3,73592,1,3,98761,1,3,75773,1
2,4,176,12,11,2,17,21,27695945,1,22,17136572,1,18,15847205,1,23,27008271,1
2,6,96,22,3,5,8,15,27153884,1,30,59414840,1,13,20063425,1,20,36046282,1
3,4,62,12,0,2,0,4,1347127,1,3,931202,1,5,4754046,1,3,931237,1
3,7,69,14,0,3,0,4,1279106,1,4,1706665,1,4,1243981,1,3,994305,1
2,4,66,13,0,3,0,6,4951168,1,5,1183485,1,5,2265109,1,6,3085316,1
2,7,119,20,3,2,12,9,8483668,1,17,23600263,1,14,20500214,1,16,23600263,1
2,6,99,25,6,3,22,15,25597490,1,19,28459089,1,21,37708799,1,30,57557510,1
4,4,110,12,2,1,3,5,4057871,1,6,4525872,1,6,6150981,1,6,4525872,1
4,3,27,7,0,1,0,2,62964,1,2,45500,1,2,68534,1,2,45500,1
3,3,23,6,0,2,0,3,93818,1,3,73596,1,3,95304,1,3,73595,1
4,4,140,15,10,2,10,12,10294509,1,12,12955027,1,18,34050825,1,10,12058958,1
4,4,68,12,0,2,1,0,80,0,4,3388653,1,3,2385595,1,0,79,0
3,4,37,13,0,3,0,3,522796,1,3,294468,1,3,361447,1,4,326500,1
3,4,22,8,0,2,0,3,88544,1,3,44794,1,3,118011,1,3,53751,1
3,5,60,12,0,2,0,0,16263,0,3,1101661,1,5,5189424,1,3,695158,1
3,4,128,14,5,4,5,6,5855391,1,17,24273502,1,8,8889926,1,10,12003152,1
3,4,31,9,0,2,0,3,93775,0,3,201500,1,3,898445,1,3,185708,1
3,3,24,6,0,1,0,3,51501,1,3,105925,1,3,56736,1,3,105925,1
4,5,103,20,3,1,5,7,9887871,1,8,5538735,1,12,20752036,1,7,5463495,1
4,4,199,12,19,1,29,18,14970487,1,32,30118535,1,24,26759748,1,23,16665846,1
3,4,100,12,2,1,2,5,3518612,1,6,2676431,1,9,13296617,1,5,2676431,1
3,3,27,7,0,3,0,3,95629,1,3,57172,1,3,81260,1,3,60100,1
3,4,58,6,0,2,0,3,68219,1,3,75583,1,3,63372,1,3,73529,1
3,4,23,6,0,3,0,3,4377,1,3,2822,1,3,8534,1,3,2498,1
4,5,192,21,29,3,58,22,26122348,1,43,39356148,1,63,104814342,1,58,88207978,1
2,5,39,18,0,4,0,7,6358876,1,0,916360,0,5,2317731,1,6,4110430,1
3,4,63,9,0,1,0,3,1143892,1,4,710981,1,3,1055810,1,3,710981,1
2,4,57,11,0,3,0,5,912939,1,5,951139,1,5,723801,1,5,724225,1
2,7,101,22,3,2,19,12,19324298,1,22,38894873,1,36,71151080,1,25,45142999,1
2,8,117,29,6,2,60,23,40976649,1,0,68,0,0,68,0,0,68,0
4,4,44,13,0,2,0,3,446356,1,3,777629,1,3,848654,1,3,748914,1
4,4,100,11,1,2,2,4,4074022,1,6,5048958,1,5,5531843,1,6,6833621,1
2,6,32,20,0,5,0,5,1403671,1,5,1386887,1,4,743166,1,4,881323,1
2,9,50,1,0,1,0,4,12,1,4,12,1,4,12,1,4,12,1
2,6,192,18,21,1,27,35,49385767,1,31,25940526,1,24,29625438,1,54,61147386,1
4,4,106,14,3,1,3,5,4127646,1,6,3904950,1,7,8838649,1,5,3904975,1
2,5,69,4,0,1,0,4,2023,1,4,1465,1,4,1695,1,4,1465,1
4,5,199,22,29,6,29,30,42818953,1,51,70711727,1,45,75510955,1,29,25764035,1
2,4,23,9,0,2,0,4,358908,1,4,158864,1,4,117567,1,4,292043,1
4,4,80,13,0,3,2,3,1813826,1,4,2707806,1,5,5184707,1,5,3685289,1
2,7,64,19,0,6,0,5,1387015,1,5,1726916,1,6,4339279,1,5,2304992,1
3,5,146,17,6,4,13,13,20787802,1,33,59047416,1,20,34603184,1,0,54084,0
4,4,88,12,1,1,6,4,2401305,1,9,12153997,1,4,10218531,0,5,3164091,1
4,5,126,17,4,1,9,8,10519716,1,12,13956629,1,54,122085154,1,11,13956668,1
4,5,99,21,3,2,7,8,8627357,1,10,12788442,1,12,22260383,1,10,12806148,1
2,4,20,10,0,3,0,4,104810,1,4,181966,1,4,68716,1,4,123308,1
3,5,102,8,0,1,0,3,488260,1,3,318420,1,3,600732,1,4,318463,1
4,3,24,7,0,3,0,2,51982,1,2,45159,1,2,99821,1,2,46339,1
4,4,57,12,0,4,0,3,1165670,1,3,1240723,1,3,1344294,1,3,1712407,1
4,4,29,5,0,2,0,2,3529,1,2,2873,1,2,3142,1,2,3977,1
4,4,76,13,1,3,1,4,2327465,1,4,2403688,1,4,3512225,1,4,3212722,1
2,7,66,31,1,3,4,9,11274488,1,9,9030987,1,17,30461737,1,13,16986384,1
4,3,24,7,0,4,0,2,73110,1,2,57871,1,2,54193,1,2,59815,1
3,4,64,11,0,2,0,4,3215940,1,4,2015795,1,4,1560050,1,4,1129741,1
4,4,78,12,0,2,2,3,1438563,1,4,3188789,1,7,9864749,1,4,3188789,1
2,6,187,26,26,4,109,0,519870,0,124,231819822,1,0,738130,0,85,145725304,1
2,6,62,20,0,4,1,7,8098399,1,6,2745339,1,18,29602170,1,7,4939168,1
2,4,32,12,0,2,0,4,443357,1,4,336021,1,4,698691,1,5,976927,1
3,3,21,7,0,2,0,3,32517,1,3,30396,1,3,90949,1,3,32506,1
3,4,28,5,0,3,0,3,11819,1,3,12310,1,3,5912,1,3,3860,1
3,4,40,9,0,2,0,3,400299,1,3,573456,1,3,383720,1,3,291088,1
3,4,72,12,0,1,2,4,1961694,1,5,3644417,1,5,4878632,1,5,3644417,1
2,7,25,10,0,4,0,4,67796,1,4,39615,1,4,69101,1,4,59716,1
4,4,181,13,11,3,14,12,8634555,1,18,8876897,1,17,18177154,1,16,11215259,1
3,5,52,13,0,1,0,3,911034,1,3,720669,1,4,1804515,1,3,998110,1
4,5,73,17,1,5,2,5,4331098,0,0,3205,0,7,11200065,1,0,3715,0
3,3,27,6,0,2,0,3,60486,1,3,56718,1,3,84713,1,3,68154,1
3,4,39,11,0,1,0,0,340,0,4,1813609,1,0,76,0,3,1834189,1
2,5,25,16,0,1,0,5,593125,1,4,299194,1,4,414044,1,0,68,0
3,5,32,10,0,3,0,3,428651,1,3,128214,1,3,131574,1,3,197400,1
4,3,24,6,0,2,0,2,38790,1,2,60612,1,2,132499,1,2,38105,1
4,4,63,11,0,2,1,3,1778164,1,4,1566849,1,3,1692278,1,4,1566869,1
3,4,76,12,0,2,1,4,2823574,1,4,2025566,1,5,4308865,1,4,1550298,1
2,5,99,20,3,3,41,14,22394480,1,45,88643072,1,17,28527384,1,0,155,0
2,3,24,7,0,3,0,4,111329,1,4,50625,1,4,148483,1,4,49327,1
3,4,87,10,0,3,1,4,1517725,1,4,1184399,1,4,2157505,1,4,1274812,1
2,5,110,22,4,3,10,36,83050265,1,35,11241090,1,32,62162091,1,12,11955311,1
2,6,165,26,17,5,42,41,84755684,1,57,79266645,1,82,170647853,1,41,50905128,1
2,6,58,21,1,3,3,9,8724183,1,6,3959891,1,7,4736796,1,7,3949774,1
4,3,23,6,0,2,0,2,42643,1,2,45242,1,2,79775,1,2,45242,1
3,4,103,12,2,2,4,5,2955915,1,8,9001741,1,6,5221837,1,6,4632312,1
2,6,78,21,1,3,2,7,7478691,1,1,3811750,0,7,4256254,1,8,6723302,1
4,3,21,6,0,3,0,2,38300,1,2,64418,1,2,36432,1,2,40097,1
3,4,78,13,1,2,4,0,520908,0,8,9761432,1,8,10748228,1,7,9761431,1
2,5,24,1,0,1,0,4,4,1,4,4,1,4,4,1,4,4,1
3,4,52,10,0,3,0,4,1914512,1,3,553495,1,3,916401,1,3,1035813,1
2,7,26,7,0,2,0,4,41580,1,4,9448,1,4,115963,1,0,68,0
2,5,39,15,0,3,0,5,686473,1,5,1597103,1,5,1579940,1,5,1575637,1
4,3,24,6,0,2,0,2,47810,1,2,46667,1,2,39671,1,2,46667,1
3,6,84,16,0,1,1,7,1599976,1,4,2585056,1,4,2739514,1,4,2585079,1
2,8,94,27,2,5,5,0,1172592,0,10,10274010,1,0,394966,0,12,15388216,1
3,4,56,13,0,4,1,4,2062130,1,4,3496231,1,3,1364343,1,3,1396083,1
2,4,24,9,0,2,0,4,105454,1,4,111963,1,4,137994,1,4,107503,1
4,4,109,13,3,2,2,5,5623123,1,5,2781065,1,20,39216872,1,5,2719214,1
3,6,96,27,6,4,8,9,7278886,0,12,16320188,1,11,14907407,1,10,13946519,1
4,4,174,12,10,1,14,15,17971672,1,17,12134420,1,12,10712786,1,14,12134420,1
3,4,64,12,0,2,1,4,1690496,1,4,1664775,1,4,1822637,1,4,1664774,1
2,4,55,13,0,2,0,5,2187247,1,5,1459957,1,6,2811128,1,0,313,0
2,6,105,28,10,5,24,23,34322811,1,33,59267920,1,48,87502222,1,38,73909721,1
2,3,24,6,0,3,0,4,114275,1,4,63546,1,4,70027,1,4,60317,1
2,5,51,1,0,1,0,4,4,1,4,4,1,4,4,1,4,4,1
3,3,21,6,0,2,0,3,39660,1,3,27761,1,3,45857,1,3,55751,1
2,7,45,13,0,4,0,4,205034,1,4,163502,1,4,317244,1,4,194586,1
2,4,31,11,0,5,0,4,282898,1,5,2327182,1,4,226826,1,4,377239,1
2,4,24,12,0,3,0,4,493225,1,4,82932,1,4,232903,1,4,121882,1
2,5,53,14,0,3,1,5,1255328,1,6,2824659,1,5,1415758,1,6,3272026,1
3,5,112,21,4,2,11,10,13803485,1,14,17511591,1,14,23551612,1,0,191677,0
2,3,24,7,0,3,0,4,106853,1,4,46149,1,4,136499,1,4,53736,1
2,5,54,14,0,4,0,6,2642909,1,6,2655896,1,5,1965372,1,6,3667529,1
4,3,27,6,0,2,0,2,53245,1,2,50390,1,2,79965,1,2,48299,1
2,4,57,13,0,4,0,5,3158035,1,6,2669257,1,6,3902753,1,5,1262762,1
4,4,163,15,11,4,11,10,8961526,1,67,122007328,1,31,79061697,0,59,110699045,1
4,3,27,6,0,2,0,2,87616,1,2,84956,1,2,84331,1,2,84956,1
4,4,78,12,1,5,1,3,1631237,1,0,660,0,3,2153978,1,0,56088,0
2,5,96,12,0,1,1,6,5945636,1,6,3808301,1,5,2099476,1,6,3606597,1
3,4,46,12,0,1,0,4,932024,1,3,638205,1,3,1338088,1,3,638205,1
3,6,91,15,0,3,1,0,564,0,4,2780914,1,4,2114947,1,4,2772690,1
4,4,125,13,4,1,5,6,7443800,1,8,6079693,1,8,11607486,1,7,6079693,1
3,4,110,13,2,3,4,5,3922791,1,7,4256673,1,8,10782112,1,6,5663085,1
4,4,100,13,1,2,3,0,377,0,5,3746862,1,6,6520174,1,5,3746856,1
2,5,23,1,0,1,0,4,4,1,4,4,1,4,4,1,4,4,1
4,4,84,12,1,2,1,4,2125701,1,5,2644687,1,27779,3612432,1,5,2125749,1
2,3,24,6,0,1,0,5,216738,1,4,70862,1,0,298,0,4,71011,1
3,4,66,13,0,3,1,4,1498695,1,4,1241392,1,4,2854377,1,4,1764639,1
3,4,99,13,1,3,2,5,2344347,1,6,3049766,1,7,7039361,1,6,3565749,1
3,5,67,17,1,2,2,6,2674441,1,6,4607213,1,4,2984331,0,6,4607212,1
2,5,48,16,0,4,1,6,1660711,1,8,8151418,1,7,4463949,1,6,1886491,1
2,6,66,1,0,1,0,4,13,1,4,13,1,4,13,1,4,13,1
2,5,59,14,0,3,1,6,2861886,1,6,2053735,1,6,4433800,0,5,1175179,1
4,4,32,13,0,3,0,3,285182,1,3,312934,1,0,51422,0,3,320395,1
4,4,36,11,0,2,0,3,305347,1,3,407373,1,3,644624,1,3,407372,1
4,4,110,12,2,2,3,5,2844766,1,6,2783330,1,7,8788822,1,5,2845415,1
3,4,102,16,5,2,11,8,10896413,1,14,21823676,1,17,31241763,1,14,21823676,1
3,3,27,6,0,1,0,3,59363,1,3,56826,1,3,51342,1,3,56826,1
2,5,26,9,0,4,0,4,98469,1,4,55838,1,4,129476,1,4,49125,1
4,4,46,9,0,2,0,3,857164,1,3,613923,1,3,413663,1,3,477682,1
3,4,67,12,0,1,1,4,1198712,1,4,1143685,1,6,6426693,1,4,1143685,1
3,4,59,13,0,3,0,4,864287,1,4,1229239,1,5,4213400,1,4,1262311,1
2,6,27,15,0,2,0,5,408395,1,5,128195,1,4,306311,1,4,130001,1
4,4,70,12,0,1,1,4,2609289,1,4,2191335,1,6,7592700,1,4,2191335,1
2,6,119,22,9,6,15,21,37319172,1,21,29589254,1,57,61199344,1,21,29941312,1
2,6,27,13,0,3,0,4,182015,1,4,215483,1,5,516983,1,5,542278,1
3,4,33,12,0,2,0,3,408586,1,3,425313,1,3,261829,1,3,325969,1
2,5,61,13,0,3,0,5,840089,1,5,886113,1,5,1716346,1,5,572386,1
2,6,72,25,1,3,8,9,8701976,1,21,36708932,1,10,11716942,1,13,17434252,1
3,4,29,12,0,3,0,3,860676,1,3,495126,1,3,328639,1,3,423798,1
2,5,89,21,4,3,26,17,31604703,0,12,13388003,1,40,25509207,1,29,53241464,1
2,3,24,6,0,2,0,4,133414,1,4,70123,1,4,57574,1,4,158542,1
2,5,31,11,0,4,0,5,316908,1,5,588079,1,5,1487823,1,4,605686,1
2,5,23,11,0,2,0,5,408983,1,4,224783,1,4,197855,1,4,172946,1
3,6,182,26,25,2,86,28,42302224,1,107,186215491,1,95,187547407,1,93,167520380,1
4,3,24,6,0,2,0,3,43344,1,3,52193,1,3,53067,1,2,70733,1
3,4,41,10,0,1,0,3,600020,1,4,1136573,1,0,76,0,3,319078,1
2,6,54,16,0,2,1,6,2332317,1,8,6690603,1,5,1314671,1,6,3008486,1
3,5,84,20,4,5,6,6,5600200,0,10,12089849,1,8,9568416,0,11,16965642,1
2,6,44,14,0,3,0,6,1427004,1,5,1715817,1,5,1283359,1,6,2323315,1
2,4,78,13,1,4,7,11,15527427,1,9,9804606,1,7,5878519,1,8,6051716,1
4,4,22,11,0,6,0,3,132931,1,2,76161,1,2,101925,1,2,119398,1
3,3,23,6,0,3,0,3,66277,1,0,76,0,3,77898,1,3,42085,1
3,3,24,6,0,1,0,3,61090,1,3,96691,1,3,42541,1,3,96714,1
3,5,81,12,0,2,1,4,3235384,1,4,1468075,1,5,4663977,1,4,1468076,1
3,4,63,12,0,2,1,4,1150290,1,4,2235089,1,5,5135433,1,4,1311239,1
2,8,159,43,46,4,87,47,87658534,1,170,274696491,1,102,218693203,1,99,168736268,1
4,4,199,12,19,2,24,19,12779570,1,26,12479300,1,22,20127708,1,22,12479300,1
4,4,145,12,6,2,12,8,6895696,1,13,11581402,1,35,69795089,1,13,16471484,1
4,4,40,7,0,2,0,2,56664,1,2,70672,1,2,62884,1,2,50356,1
2,4,60,12,0,2,0,5,1450823,1,5,962161,1,5,2028986,1,5,996599,1
2,6,27,1,0,1,0,4,4,1,4,4,1,4,4,1,4,4,1
2,4,24,12,0,4,0,5,591100,1,4,583319,1,4,243431,1,4,395922,1
4,4,188,13,15,3,17,18,13410032,1,20,9969182,1,26,33511774,1,18,9969179,1
4,5,71,13,0,5,0,3,272906,0,4,2850635,1,3,1894581,1,4,2913708,1
2,5,78,14,1,4,1,7,4987533,1,7,4126424,1,6,3194636,1,6,2113555,1
3,3,27,6,0,1,0,3,101191,1,3,59211,1,3,76387,1,3,59211,1
3,4,30,6,0,2,0,3,13703,1,3,16527,1,3,12955,1,3,11283,1
2,5,39,12,0,4,0,5,1982664,1,0,1815,0,5,900444,1,5,838839,1
4,3,27,6,0,1,0,3,55289,1,3,53672,1,2,55509,1,3,53672,1
3,4,36,13,0,4,0,3,643823,1,3,661369,1,3,1211377,1,4,1148956,1
4,5,122,22,10,4,13,9,9030912,0,40,73360468,1,18,32992187,1,23,40713258,1
2,8,92,20,2,6,3,9,9780008,1,14,19191409,1,10,11425647,1,11,11195508,1
4,4,48,1,0,1,0,2,14,1,2,14,1,2,14,1,3,14,1
4,3,24,6,0,2,0,3,46642,1,2,45301,1,3,57135,1,2,32610,1
2,5,43,12,0,3,0,5,411230,1,5,290200,1,5,410329,1,4,187558,1
2,5,39,13,0,3,0,5,2021891,1,5,1025528,1,5,2764947,1,5,758536,1
2,8,67,1,0,1,0,4,12,1,4,12,1,4,12,1,4,12,1
2,5,49,17,0,4,3,6,3109082,1,11,13774079,1,5,2106722,1,11,13774079,1
3,6,135,19,12,1,17,41,27816429,1,20,20564025,1,47,93914219,1,19,20564025,1
2,4,24,10,0,2,0,5,420612,1,4,92041,1,5,488802,1,4,90879,1
2,5,20,8,0,1,0,4,183679,1,4,141711,1,4,70561,1,4,77982,1
2,4,116,14,3,4,7,9,7557453,1,13,12255119,1,11,12285179,1,9,5402555,1
3,4,21,5,0,2,0,3,9102,1,3,3292,1,3,3808,1,3,4210,1
3,3,24,6,0,1,0,3,95256,1,3,73252,1,3,94041,1,3,73252,1
3,4,38,11,0,2,0,3,306335,1,3,835181,1,3,492776,1,3,835183,1
4,4,95,13,2,1,5,4,2935985,1,7,8544902,1,6,7137131,1,5,3990796,1
4,4,142,13,6,2,7,7,4605193,1,9,6058876,1,8,7037270,1,8,6203158,1
4,4,128,12,4,2,5,6,5244382,1,8,4030312,1,8,8746084,1,7,5122174,1
4,5,145,20,8,2,12,13,18647942,1,15,12187132,1,32,61982847,1,14,14342155,1
3,3,23,6,0,2,0,3,65733,1,3,39496,1,3,59219,1,3,39499,1
2,7,96,5,0,3,0,4,900,1,4,813,1,4,1891,1,4,813,1
4,4,132,12,4,1,7,7,5617704,1,10,8679473,1,10,13029727,1,7,4509404,1
2,7,137,8,0,4,0,0,7593,0,4,6700,1,4,7749,1,4,6658,1
2,5,53,7,0,1,0,0,68,0,4,139710,1,4,70602,1,4,49560,1
4,4,102,12,2,2,3,5,4151858,1,6,3469427,1,8,11415188,1,5,3469445,1
4,5,113,13,3,1,5,5,4100613,1,8,5681808,1,6,5737149,1,7,4776737,1
4,4,37,12,0,3,0,3,765885,1,3,318400,1,3,392975,1,3,318048,1
3,5,72,19,1,3,2,6,6357396,1,5,2905420,1,8,11785875,1,5,2905420,1
2,6,36,25,0,1,1,9,7645009,0,6,2993926,1,8,8000067,1,6,2993926,1
4,4,112,12,2,1,3,6,5620948,1,6,3112563,1,8,11098048,1,5,3112563,1
2,6,41,15,0,3,0,5,2057358,1,5,741403,1,5,1605586,1,5,1051392,1
2,7,95,13,0,3,1,6,2614180,1,6,2283383,1,6,2512102,1,6,1177435,1
3,5,145,18,8,3,20,14,20688802,1,30,43502612,1,64,129770346,1,2,5094409,0
4,3,27,6,0,2,0,3,85691,1,2,79129,1,2,62231,1,3,100748,1
2,6,128,25,8,3,49,21,33827143,1,58,95503439,1,82,107584573,1,31,45407919,1
2,8,155,34,26,3,48,95,155044678,1,61,90395277,1,86,172206119,1,62,95662605,1
4,4,163,11,10,2,9,10,7235531,1,12,5851777,1,38,70194083,1,10,6446952,1
4,4,64,12,0,2,1,3,1660613,1,4,1397586,1,3,1183197,1,4,1397586,1
2,3,24,7,0,3,0,5,65874,1,4,45622,1,4,64315,1,4,93761,1
2,8,116,21,1,4,5,0,596781,0,12,14438938,1,10,9986135,1,8,6883255,1
4,4,176,13,12,3,15,13,9361767,1,17,9869105,1,13,10977602,1,17,15228749,1
2,8,125,1,0,1,0,4,4,1,4,4,1,4,4,1,4,4,1
2,6,184,22,26,3,39,37,59267326,1,44,41649846,1,55,87703714,1,97,163545878,1
2,4,23,8,0,2,0,5,110497,1,4,84700,1,4,90195,1,4,59971,1
2,5,97,21,3,5,4,11,15203735,1,33,7869382,1,19,31831404,1,13,17602330,1
2,5,40,13,0,3,0,5,526072,1,5,2125735,1,5,1322814,1,5,780258,1
3,4,130,14,5,4,5,8,8939088,1,10,7576002,1,16,26214727,1,9,7918892,1
2,5,34,9,0,3,0,5,162801,1,4,328719,1,0,67094,0,4,115978,1
4,3,24,6,0,2,0,2,53914,1,2,40486,1,2,43894,1,2,44110,1
3,5,86,15,1,2,4,5,4328481,1,7,5733718,1,7,5115933,1,22,5733720,1
3,6,122,22,8,3,13,9,11636821,1,0,24148,0,25,46850023,1,15,18342317,1
4,4,83,12,1,2,2,4,2316222,1,0,251657,0,4,3529343,1,7,8936030,1
3,4,31,12,0,6,0,3,216666,1,3,152471,1,3,151683,1,3,159844,1
2,5,44,16,0,4,0,6,3959536,1,5,1448693,1,0,5939,0,6,4437612,1
2,6,86,19,1,4,4,9,10922446,1,7,5011911,1,7,5630591,1,10,10135629,1
2,7,200,24,43,2,80,36,61076214,0,83,91798774,1,65,106625150,1,66,40876741,1
3,4,28,11,0,4,0,3,428538,1,3,174831,1,3,219933,1,3,207219,1
4,3,27,7,0,3,0,3,57978,1,2,54967,1,2,69892,1,3,64373,1
2,9,137,1,0,1,0,4,12,1,4,12,1,4,12,1,4,12,1
4,4,118,14,3,1,5,5,3400108,1,8,4167759,1,13,21950936,1,8,6841349,1
4,4,21,9,0,2,0,3,79259,1,3,87213,1,2,72685,1,2,87213,1
2,7,81,13,0,1,0,0,9328,0,4,191227,1,5,272924,1,4,197988,1
2,4,32,10,0,3,0,5,811735,1,4,206361,1,5,474858,1,4,430558,1
3,4,55,12,0,4,0,3,909509,0,4,2606101,1,4,3045297,1,4,1702438,1
2,4,40,10,0,2,0,5,425468,1,4,379296,1,4,430308,1,4,411809,1
2,4,116,12,3,2,4,8,7178858,1,9,4345094,1,38,79367627,1,8,4517067,1
4,4,100,13,2,5,4,6,4718519,1,5,3910042,1,8,11107429,1,9,15120813,1
2,4,23,13,0,2,0,0,1257,0,0,694,0,4,212729,1,4,186582,1
2,7,54,9,0,3,0,5,21284,1,4,23273,1,4,20337,1,4,21686,1
2,5,91,13,0,4,2,6,2778095,1,6,1884828,1,7,4944819,1,5,1230821,1
3,4,30,10,0,1,0,3,398933,1,3,328398,1,3,294525,1,3,328398,1
2,5,96,21,2,4,7,9,10497011,1,11,7749134,1,11,13523949,1,0,1546412,0
4,4,36,13,0,4,0,3,645750,1,3,278625,1,3,1028628,1,3,906773,1
4,4,172,13,13,1,13,11,6553026,1,16,8332871,1,15,17124954,1,16,11823506,1
3,4,42,13,0,5,0,3,1186601,1,3,729490,1,3,1233787,1,3,1080967,1
2,4,78,12,1,2,1,6,2902025,1,6,2123803,1,6,4004552,1,6,2285001,1
3,4,69,13,0,3,2,4,1713700,1,5,3790999,1,5,5281674,1,5,3016678,1
3,4,24,10,0,2,0,3,164708,1,3,95123,1,3,127037,1,3,95123,1
